dataset,n_conditions,replicate,n_genes_used,beta_slope,beta_mean,beta_diff
V. natriegens,9,77,1443,0.023674135219163433,-0.1849017475225136,0.20857588274167702
V. natriegens,9,78,1443,0.0011857875491765488,-0.17448020584806423,0.1756659933972408
V. natriegens,9,79,1443,0.0792822298265843,-0.21406761759116694,0.2933498474177512
V. natriegens,9,80,1443,0.026843312847643765,-0.1816938630533025,0.20853717590094628
V. natriegens,9,81,1443,0.035798263370652644,-0.1916651383697814,0.22746340174043406
V. natriegens,9,82,1443,0.02085386495509668,-0.17050741522810478,0.19136128018320145
V. natriegens,9,83,1443,0.00576913030700563,-0.17251641911156607,0.1782855494185717
V. natriegens,9,84,1443,0.05560734284967845,-0.1847260005423712,0.24033334339204965
V. natriegens,9,85,1443,0.03832331809332757,-0.19394013422186288,0.23226345231519044
V. natriegens,9,86,1443,-0.05071634671532202,-0.20250960563394327,0.15179325891862125
V. natriegens,9,87,1443,-0.03832501583083089,-0.19156783298851923,0.15324281715768834
V. natriegens,9,88,1443,-0.0233657317544293,-0.17755100384395595,0.15418527208952665
V. natriegens,9,89,1443,0.008872598344978201,-0.16490900907388234,0.17378160741886053
V. natriegens,9,90,1443,0.06033938328538933,-0.19283414476099028,0.2531735280463796
V. natriegens,9,91,1443,0.023674135219163433,-0.1849017475225136,0.20857588274167702
V. natriegens,9,92,1443,-0.031313454464795755,-0.1793361895861674,0.14802273512137165
V. natriegens,9,93,1443,-0.00805431400060908,-0.1755823926832212,0.16752807868261213
V. natriegens,9,94,1443,0.054688806191523116,-0.1917693355223523,0.24645814171387542
V. natriegens,9,95,1443,-0.040055893817055974,-0.18542662126757686,0.14537072745052088
V. natriegens,9,96,1443,0.04514429223944846,-0.1727446178819541,0.21788891012140257
V. natriegens,9,97,1443,0.09613877694730597,-0.2171488254604061,0.31328760240771203
V. natriegens,9,98,1443,-0.05349159363629264,-0.1960278793279424,0.14253628569164978
V. natriegens,9,99,1443,0.00576913030700563,-0.17251641911156607,0.1782855494185717
V. natriegens,9,100,1443,-0.040055893817055974,-0.18542662126757686,0.14537072745052088
V. natriegens,10,1,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,2,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,3,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,4,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,5,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,6,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,7,1443,-0.03424088074111246,-0.183323056162479,0.14908217542136654
V. natriegens,10,8,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,9,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,10,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,11,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,12,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,13,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,14,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,15,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,16,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,17,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,18,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,10,19,1443,-0.0016682624255636388,-0.17636050109965135,0.1746922386740877
V. natriegens,10,20,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,21,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,22,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,23,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,24,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,10,25,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,26,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,27,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,28,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,29,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,30,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,31,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,32,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,33,1443,-0.0016682624255636388,-0.17636050109965135,0.1746922386740877
V. natriegens,10,34,1443,-0.03424088074111246,-0.183323056162479,0.14908217542136654
V. natriegens,10,35,1443,-0.0016682624255636388,-0.17636050109965135,0.1746922386740877
V. natriegens,10,36,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,37,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,38,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,39,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,40,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,41,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,42,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,43,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,44,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,10,45,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,46,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,47,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,48,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,49,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,50,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,51,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,52,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,53,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,54,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,10,55,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,56,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,57,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,58,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,59,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,60,1443,-0.0016682624255636388,-0.17636050109965135,0.1746922386740877
V. natriegens,10,61,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,62,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,63,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,64,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,65,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,66,1443,0.005555360169678662,-0.17233499118608206,0.17789035135576073
V. natriegens,10,67,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,68,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,69,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,70,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,71,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,72,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,73,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,74,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,75,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,76,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,77,1443,-0.03424088074111246,-0.183323056162479,0.14908217542136654
V. natriegens,10,78,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,79,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,80,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,81,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,10,82,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,83,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,84,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,85,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,86,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,87,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,88,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,89,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,90,1443,-0.041103422744319884,-0.19581223799493705,0.15470881525061717
V. natriegens,10,91,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,92,1443,0.016676214149195758,-0.17040412264692661,0.18708033679612238
V. natriegens,10,93,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,94,1443,-0.0051957766322021735,-0.1723806241352074,0.16718484750300525
V. natriegens,10,95,1443,0.011922152373594347,-0.17661340798609876,0.1885355603596931
V. natriegens,10,96,1443,0.011527773675318603,-0.17908090054861728,0.19060867422393588
V. natriegens,10,97,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,10,98,1443,0.023616268499243292,-0.18141657921673177,0.20503284771597505
V. natriegens,10,99,1443,0.0020414413166454557,-0.17148999513164903,0.1735314364482945
V. natriegens,10,100,1443,0.052326965123687084,-0.1855581617317313,0.2378851268554184
V. natriegens,11,1,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,2,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,3,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,4,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,5,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,6,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,7,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,8,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,9,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,10,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,11,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,12,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,13,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,14,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,15,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,16,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,17,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,18,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,19,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,20,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,21,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,22,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,23,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,24,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,25,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,26,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,27,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,28,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,29,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,30,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,31,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,32,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,33,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,34,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,35,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,36,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,37,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,38,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,39,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,40,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,41,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,42,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,43,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,44,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,45,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,46,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,47,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,48,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,49,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,50,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,51,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,52,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,53,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,54,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,55,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,56,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,57,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,58,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,59,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,60,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,61,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,62,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,63,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,64,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,65,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,66,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,67,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,68,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,69,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,70,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,71,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,72,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
V. natriegens,11,73,1443,0.002663173094079701,-0.17377049387516458,0.17643366696924428
