dataset,n_conditions,replicate,n_genes_used,beta_slope,beta_mean,beta_diff
B. subtilis Consensus,9,36,951,-0.09740398793497829,-0.10849009419737546,0.011086106262397172
B. subtilis Consensus,9,37,951,-0.10136762064018255,-0.061143730732740646,-0.040223889907441905
B. subtilis Consensus,9,38,951,-0.09035071988901619,-0.07069397713787252,-0.019656742751143666
B. subtilis Consensus,9,39,951,-0.026916812707237774,-0.11290813631748527,0.0859913236102475
B. subtilis Consensus,9,40,951,-0.05277023757192682,-0.061036045566949755,0.008265807995022932
B. subtilis Consensus,9,41,951,-0.03493979345402172,-0.09146961281420103,0.05652981936017931
B. subtilis Consensus,9,42,951,0.015442229345325487,-0.12381605417767787,0.13925828352300335
B. subtilis Consensus,9,43,951,-0.03317232158881025,-0.0716468062429582,0.038474484654147954
B. subtilis Consensus,9,44,951,-0.05155868901388161,-0.0481217803701658,-0.0034369086437158122
B. subtilis Consensus,9,45,951,-0.07997798730838307,-0.08778956379335454,0.007811576484971466
B. subtilis Consensus,9,46,951,-0.09856399683783623,-0.09474485885080774,-0.003819137987028487
B. subtilis Consensus,9,47,951,-0.04361371597006531,-0.09593239757153381,0.0523186816014685
B. subtilis Consensus,9,48,951,-0.09706402226367979,-0.08036979840085647,-0.01669422386282332
B. subtilis Consensus,9,49,951,-0.06823041888956212,-0.07954440365557112,0.011313984766009005
B. subtilis Consensus,9,50,951,-0.11747582048558573,-0.12080671793996464,0.003330897454378909
B. subtilis Consensus,9,51,951,-0.12248092517624515,-0.11167431059755832,-0.010806614578686827
B. subtilis Consensus,9,52,951,-0.04496304023695237,-0.08517073930955987,0.0402076990726075
B. subtilis Consensus,9,53,951,-0.08021675472518261,-0.026428846483675845,-0.05378790824150677
B. subtilis Consensus,9,54,951,-0.05968551282025287,-0.1095817865975733,0.04989627377732043
B. subtilis Consensus,9,55,951,0.06065345637498741,-0.15375788979904437,0.2144113461740318
B. subtilis Consensus,9,56,951,-0.06990435351340209,-0.09808436653790613,0.02818001302450404
B. subtilis Consensus,9,57,951,-0.08502472202769877,-0.09552928663608477,0.010504564608386002
B. subtilis Consensus,9,58,951,-0.017609455403304285,-0.08529636874362179,0.0676869133403175
B. subtilis Consensus,9,59,951,-0.09520475090531462,-0.1064418131854246,0.011237062280109983
B. subtilis Consensus,9,60,951,-0.03565969617774201,-0.1157427694432514,0.0800830732655094
B. subtilis Consensus,9,61,951,-0.033683815196312875,-0.10037664800859773,0.06669283281228486
B. subtilis Consensus,9,62,951,-0.0868059074755642,-0.09092203447575262,0.004116127000188416
B. subtilis Consensus,9,63,951,-0.03133639556066231,-0.09192787157957621,0.0605914760189139
B. subtilis Consensus,9,64,951,-0.07250308774112228,-0.07952081682006133,0.00701772907893905
B. subtilis Consensus,9,65,951,-0.11146205097623485,-0.07268567225928824,-0.03877637871694661
B. subtilis Consensus,9,66,951,-0.09456399057054626,-0.0827302264308329,-0.011833764139713362
B. subtilis Consensus,9,67,951,-0.07034531401094656,-0.05741501431179958,-0.012930299699146976
B. subtilis Consensus,9,68,951,-0.09049928899990008,-0.062046623269146166,-0.02845266573075391
B. subtilis Consensus,9,69,951,-0.021855091110387755,-0.08711271408722791,0.06525762297684015
B. subtilis Consensus,9,70,951,-0.0797443917862134,-0.05464667835200288,-0.025097713434210515
B. subtilis Consensus,9,71,951,-0.053168379843634477,-0.08116744448472402,0.02799906464108954
B. subtilis Consensus,9,72,951,-0.092885305471029,-0.10928192873326595,0.016396623262236953
B. subtilis Consensus,9,73,951,-0.08307772029862899,-0.0892179555505978,0.006140235251968815
B. subtilis Consensus,9,74,951,-0.03649908821089771,-0.0718810917367007,0.03538200352580299
B. subtilis Consensus,9,75,951,0.010045642128982997,-0.12159062412528822,0.13163626625427122
B. subtilis Consensus,9,76,951,-0.038918656740952184,-0.06182398311308408,0.0229053263721319
B. subtilis Consensus,9,77,951,0.014406167349880775,-0.12390554738954868,0.13831171473942944
B. subtilis Consensus,9,78,951,-0.035532097947120096,-0.047500629528777955,0.011968531581657858
B. subtilis Consensus,9,79,951,-0.07747963215944283,-0.03403071619688372,-0.043448915962559106
B. subtilis Consensus,9,80,951,-0.06727690469035008,-0.03154930350122809,-0.035727601189121994
B. subtilis Consensus,9,81,951,-0.06822052112711709,-0.04889435648180725,-0.01932616464530984
B. subtilis Consensus,9,82,951,-0.06080750904690871,-0.08355850417782501,0.0227509951309163
B. subtilis Consensus,9,83,951,-0.06585937392702228,-0.061181487156308195,-0.004677886770714082
B. subtilis Consensus,9,84,951,-0.08615202569839917,-0.10669576271375851,0.020543737015359345
B. subtilis Consensus,9,85,951,-0.0889469630736888,-0.10153792746666673,0.012590964392977938
B. subtilis Consensus,9,86,951,-0.08034576071138222,-0.10512727746761995,0.02478151675623773
B. subtilis Consensus,9,87,951,-0.046495050812847764,-0.09800415753735589,0.051509106724508126
B. subtilis Consensus,9,88,951,-0.13563959875414752,-0.14492422378970896,0.009284625035561433
B. subtilis Consensus,9,89,951,-0.12710925322776434,-0.12962903918042804,0.0025197859526636945
B. subtilis Consensus,9,90,951,-0.006054183346655651,-0.1219601105009718,0.11590592715431615
B. subtilis Consensus,9,91,951,-0.011649565699184763,-0.1120319219940185,0.10038235629483373
B. subtilis Consensus,9,92,951,-0.08922502114680275,-0.09686941885551784,0.007644397708715084
B. subtilis Consensus,9,93,951,-0.08119933675417801,-0.0490044313337245,-0.03219490542045351
B. subtilis Consensus,9,94,951,-0.05218280227060558,-0.07292555066699213,0.020742748396386554
B. subtilis Consensus,9,95,951,-0.01532487743252,-0.11502304142191531,0.09969816398939532
B. subtilis Consensus,9,96,951,0.005437733470381919,-0.13396303334506363,0.13940076681544555
B. subtilis Consensus,9,97,951,-0.029318426635584482,-0.10959009258721085,0.08027166595162637
B. subtilis Consensus,9,98,951,-0.12497857450299743,-0.10153566641204002,-0.023442908090957407
B. subtilis Consensus,9,99,951,-0.00286529023757184,-0.10224932908828005,0.0993840388507082
B. subtilis Consensus,9,100,951,-0.04215958175732593,-0.10666646431472851,0.06450688255740258
B. subtilis Consensus,10,1,951,-0.11356164312496499,-0.09149507682594603,-0.022066566299018958
B. subtilis Consensus,10,2,951,-0.07804566267952193,-0.08480218914254503,0.006756526463023105
B. subtilis Consensus,10,3,951,-0.037210376816986,-0.07192398123777924,0.034713604420793236
B. subtilis Consensus,10,4,951,-0.06011654240428956,-0.09293406036153258,0.03281751795724302
B. subtilis Consensus,10,5,951,-0.07613349505342107,-0.06934498632670744,-0.006788508726713632
B. subtilis Consensus,10,6,951,-0.0754778490802131,-0.054370705228818976,-0.021107143851394124
B. subtilis Consensus,10,7,951,-0.04822065606152569,-0.07491334484199307,0.026692688780467377
B. subtilis Consensus,10,8,951,-0.06925649690843506,-0.07874198106320632,0.009485484154771254
B. subtilis Consensus,10,9,951,-0.07643029389859439,-0.0795444531710372,0.0031141592724428097
B. subtilis Consensus,10,10,951,-0.10255363023854057,-0.07176401295894147,-0.0307896172795991
B. subtilis Consensus,10,11,951,-0.04889723838575005,-0.04874116673340388,-1.5607165234617082e-4
B. subtilis Consensus,10,12,951,-0.06639549986753183,-0.048685875523105264,-0.01770962434442657
B. subtilis Consensus,10,13,951,-0.11870355445510776,-0.1024038720994013,-0.01629968235570646
B. subtilis Consensus,10,14,951,-0.07804566267952193,-0.08480218914254503,0.006756526463023105
B. subtilis Consensus,10,15,951,-0.059260518586960576,-0.0576845460482964,-0.0015759725386641776
B. subtilis Consensus,10,16,951,-0.071159294530313,-0.03943335931075004,-0.03172593521956296
B. subtilis Consensus,10,17,951,-0.029226410283950652,-0.06264667525290361,0.033420264968952965
B. subtilis Consensus,10,18,951,-0.07271682106094876,-0.08264392158567918,0.00992710052473042
B. subtilis Consensus,10,19,951,-0.06637669977063926,-0.057826579292990364,-0.008550120477648894
B. subtilis Consensus,10,20,951,-0.04456150241836639,-0.07255701358634482,0.02799551116797843
B. subtilis Consensus,10,21,951,-0.02446621570869684,-0.1043942166801206,0.07992800097142376
B. subtilis Consensus,10,22,951,-0.07395475364886782,-0.10019407756765195,0.026239323918784127
B. subtilis Consensus,10,23,951,-0.03235105664125022,-0.09159120378708835,0.059240147145838126
B. subtilis Consensus,10,24,951,-0.047121155620409,-0.05586968100808115,0.008748525387672151
B. subtilis Consensus,10,25,951,-0.047132300363662505,-0.09511828353289606,0.047985983169233554
B. subtilis Consensus,10,26,951,-0.054850577755356476,-0.073610117281994,0.018759539526637524
B. subtilis Consensus,10,27,951,-0.025382727552864977,-0.10582204362265635,0.08043931606979138
B. subtilis Consensus,10,28,951,-0.09234574231843486,-0.11520697846258313,0.02286123614414827
B. subtilis Consensus,10,29,951,-0.04028486139151486,-0.07259023671484376,0.032305375323328896
B. subtilis Consensus,10,30,951,-0.06769390472342568,-0.09785028185472222,0.03015637713129654
B. subtilis Consensus,10,31,951,-0.0887607210173715,-0.04663842922705112,-0.04212229179032037
B. subtilis Consensus,10,32,951,-0.11290730215986947,-0.099751508395431,-0.01315579376443847
B. subtilis Consensus,10,33,951,-0.10804415263335966,-0.06531779011876933,-0.04272636251459033
B. subtilis Consensus,10,34,951,-0.04456150241836639,-0.07255701358634482,0.02799551116797843
B. subtilis Consensus,10,35,951,-0.09538249140708985,-0.10331839080671358,0.007935899399623733
B. subtilis Consensus,10,36,951,-0.08530010175671462,-0.09236558978134188,0.007065488024627253
B. subtilis Consensus,10,37,951,-0.08108956744977547,-0.0926101863700852,0.011520618920309728
B. subtilis Consensus,10,38,951,-0.06424326606871618,-0.05534032140888621,-0.008902944659829971
B. subtilis Consensus,10,39,951,-0.10264495866026488,-0.11585093289220712,0.013205974231942239
B. subtilis Consensus,10,40,951,-0.11927626650866424,-0.1158686687232428,-0.0034075977854214484
B. subtilis Consensus,10,41,951,-0.030379180122057696,-0.10102956087976538,0.07065038075770769
B. subtilis Consensus,10,42,951,-0.08680466211978805,-0.09522049874323053,0.008415836623442488
B. subtilis Consensus,10,43,951,0.03661971252721115,-0.14219967179051266,0.17881938431772382
B. subtilis Consensus,10,44,951,-0.04712469249309477,-0.07370304678835861,0.02657835429526384
B. subtilis Consensus,10,45,951,-0.09167901042698078,-0.05900540502728041,-0.032673605399700364
B. subtilis Consensus,10,46,951,-3.017174301263252e-4,-0.10677745139856394,0.10647573396843761
B. subtilis Consensus,10,47,951,-0.09692029491632942,-0.1004414882675902,0.0035211933512607763
B. subtilis Consensus,10,48,951,-0.05051760932712696,-0.03484166521702159,-0.015675944110105373
B. subtilis Consensus,10,49,951,-0.12497857450299743,-0.10153566641204002,-0.023442908090957407
B. subtilis Consensus,10,50,951,-0.0670161971865321,-0.06895791045350279,0.0019417132669706932
B. subtilis Consensus,10,51,951,-0.0974257862226506,-0.10847867706331014,0.011052890840659538
B. subtilis Consensus,10,52,951,-0.08776750437981577,-0.08051725497035649,-0.007250249409459286
B. subtilis Consensus,10,53,951,-0.0730340099644306,-0.058912392308791264,-0.014121617655639337
B. subtilis Consensus,10,54,951,-0.022263745099345433,-0.1093031673253195,0.08703942222597406
B. subtilis Consensus,10,55,951,-0.04312883037660465,-0.06866170339233604,0.025532873015731393
B. subtilis Consensus,10,56,951,-0.06377349217047239,-0.06504046479612013,0.001266972625647747
B. subtilis Consensus,10,57,951,-0.09185441965302663,-0.09505108801058626,0.0031966683575596344
B. subtilis Consensus,10,58,951,-0.03434013956053676,-0.064322229320531693,0.02998208975999493
B. subtilis Consensus,10,59,951,-0.03137211460221641,-0.06950335141678567,0.03813123681456926
B. subtilis Consensus,10,60,951,-0.0038037521247243442,-0.11579378139040207,0.11199002926567772
B. subtilis Consensus,10,61,951,-0.0689104795028672,-0.09785294080230435,0.028942461299437144
B. subtilis Consensus,10,62,951,0.023256531414005698,-0.14061134347168983,0.1638678748856955
B. subtilis Consensus,10,63,951,-0.062308542244878466,-0.05447137239400535,-0.007837169850873113
B. subtilis Consensus,10,64,951,-0.055602025747428216,-0.0626665357814357,0.007064510034007487
B. subtilis Consensus,10,65,951,-0.10291829030690336,-0.11161375708772582,0.008695466780822461
B. subtilis Consensus,10,66,951,-0.10800728279505434,-0.07158024921372787,-0.03642703358132647
B. subtilis Consensus,10,67,951,-0.03238524721463191,-0.09455346874798733,0.06216822153335542
B. subtilis Consensus,10,68,951,-0.008428054929434542,-0.10073147249876074,0.0923034175693262
B. subtilis Consensus,10,69,951,-0.02813895886939065,-0.07225359986133842,0.04411464099194777
B. subtilis Consensus,10,70,951,0.01845124132068303,-0.13010144925444625,0.14855269057512926
B. subtilis Consensus,10,71,951,-0.03758073406996283,-0.09402214550244055,0.05644141143247772
B. subtilis Consensus,10,72,951,0.0486564866929615,-0.1586088839943948,0.2072653706873563
B. subtilis Consensus,10,73,951,-0.028840167854248835,-0.09889690941895037,0.07005674156470153
B. subtilis Consensus,10,74,951,-0.044146955539265724,-0.10987468145912399,0.06572772591985826
B. subtilis Consensus,10,75,951,-0.06850053072659149,-0.08850802625029783,0.020007495523706342
B. subtilis Consensus,10,76,951,-0.06949215715685816,-0.06527031317835154,-0.004221843978506626
B. subtilis Consensus,10,77,951,-0.07614991472954034,-0.07953889723259887,0.003388982503058524
B. subtilis Consensus,10,78,951,0.028013976599941932,-0.13958097916242096,0.16759495576236288
B. subtilis Consensus,10,79,951,-0.0047361157625509746,-0.09331709007759041,0.08858097431503943
B. subtilis Consensus,10,80,951,-0.0667415510782745,-0.07477927033166361,0.008037719253389114
B. subtilis Consensus,10,81,951,-0.06385633603520936,-0.07001535625784773,0.006159020222638367
B. subtilis Consensus,10,82,951,-0.08251139474998627,-0.0939381536917311,0.01142675894174483
B. subtilis Consensus,10,83,951,-0.1130175824277389,-0.055471248512046205,-0.0575463339156927
B. subtilis Consensus,10,84,951,-0.05241419120665316,-0.057713070640501254,0.005298879433848096
B. subtilis Consensus,10,85,951,-0.07627782660839656,-0.10273368178330441,0.026455855174907852
B. subtilis Consensus,10,86,951,-0.04550631565633246,-0.07235438680228955,0.026848071145957088
B. subtilis Consensus,10,87,951,-0.035536115542798,-0.05792966587087212,0.02239355032807412
B. subtilis Consensus,10,88,951,-0.07112756785265244,-0.10422890461295474,0.0331013367603023
B. subtilis Consensus,10,89,951,-0.022908952225644496,-0.08092792184602354,0.05801896962037904
B. subtilis Consensus,10,90,951,-0.005523553854545609,-0.11954131045162171,0.1140177565970761
B. subtilis Consensus,10,91,951,-0.0655694420932531,-0.0941549734305154,0.0285855313372623
B. subtilis Consensus,10,92,951,-0.06786509830229273,-0.08626734000249098,0.018402241700198246
B. subtilis Consensus,10,93,951,0.00436655091138907,-0.12367946561981073,0.1280460165311998
B. subtilis Consensus,10,94,951,-0.08423137132859887,-0.115098824208366,0.030867452879767124
B. subtilis Consensus,10,95,951,-0.09663904349590577,-0.12745570234891182,0.03081665885300605
B. subtilis Consensus,10,96,951,-0.05851907680332815,-0.07617720221817859,0.017658125414850435
B. subtilis Consensus,10,97,951,-0.019904839614583603,-0.09980541495066883,0.07990057533608523
B. subtilis Consensus,10,98,951,-0.08379543186114728,-0.0827399460066928,-0.0010554858544544882
B. subtilis Consensus,10,99,951,-0.02973151756165435,-0.07656206623658238,0.04683054867492803
B. subtilis Consensus,10,100,951,-0.044576723226070813,-0.07761035615728909,0.033033632931218276
B. subtilis Consensus,11,1,951,-0.03360328043807264,-0.0954507816397891,0.061847501201716455
B. subtilis Consensus,11,2,951,-0.067531513259488,-0.08034942080069041,0.012817907541202406
B. subtilis Consensus,11,3,951,-0.1291967029247231,-0.13204800084013582,0.0028512979154127205
B. subtilis Consensus,11,4,951,-0.08404484811776802,-0.10054308055725882,0.016498232439490793
B. subtilis Consensus,11,5,951,-0.07802906332063045,-0.06558311824572452,-0.012445945074905929
B. subtilis Consensus,11,6,951,-0.11058243698133877,-0.10473305482236048,-0.005849382158978289
B. subtilis Consensus,11,7,951,-0.06057572162860706,-0.09930006604074576,0.0387243444121387
B. subtilis Consensus,11,8,951,-0.07206289600223847,-0.05673000978419536,-0.015332886218043115
B. subtilis Consensus,11,9,951,-0.05299644408564635,-0.06048619734067301,0.007489753255026661
B. subtilis Consensus,11,10,951,-0.07045219472297037,-0.09723756611643718,0.026785371393466803
B. subtilis Consensus,11,11,951,-0.07619972436192804,-0.05128640049838721,-0.02491332386354083
B. subtilis Consensus,11,12,951,-0.07619972436192804,-0.05128640049838721,-0.02491332386354083
B. subtilis Consensus,11,13,951,-0.07725213903085398,-0.09285522886071003,0.015603089829856046
B. subtilis Consensus,11,14,951,-0.06867643007377147,-0.055482997456341866,-0.013193432617429605
B. subtilis Consensus,11,15,951,-0.07376554573592989,-0.06957800923142367,-0.00418753650450622
B. subtilis Consensus,11,16,951,-0.04940464720467011,-0.05189249143635233,0.002487844231682218
B. subtilis Consensus,11,17,951,-0.08491610945234157,-0.09867005859188739,0.01375394913954582
B. subtilis Consensus,11,18,951,-0.06891112998251625,-0.07424016401313227,0.00532903403061602
B. subtilis Consensus,11,19,951,-0.053867881684082235,-0.08885965661488239,0.034991774930800155
B. subtilis Consensus,11,20,951,-0.07109731791881423,-0.07223554613345358,0.001138228214639353
B. subtilis Consensus,11,21,951,-0.10303906014439865,-0.09674958174017292,-0.0062894784042257235
B. subtilis Consensus,11,22,951,-0.07540593553092989,-0.08018328444591886,0.004777348914988974
B. subtilis Consensus,11,23,951,-0.11837840263489796,-0.11491568639550534,-0.0034627162393926214
B. subtilis Consensus,11,24,951,-0.03481248372638868,-0.10994640892205317,0.07513392519566449
B. subtilis Consensus,11,25,951,-0.05851907680332815,-0.07617720221817859,0.017658125414850435
B. subtilis Consensus,11,26,951,-0.07749845996868894,-0.05635125590022969,-0.021147204068459248
B. subtilis Consensus,11,27,951,0.05246174022603059,-0.1650911092111057,0.2175528494371363
B. subtilis Consensus,11,28,951,-0.0016768085293173438,-0.09267686963365487,0.09100006110433753
B. subtilis Consensus,11,29,951,-0.06832881389145948,-0.08908860992039565,0.02075979602893617
B. subtilis Consensus,11,30,951,-0.06120299302225083,-0.08320224540730872,0.021999252385057892
B. subtilis Consensus,11,31,951,-0.06463916439427507,-0.10469066743299428,0.04005150303871921
B. subtilis Consensus,11,32,951,-0.05042318069684178,-0.08082034148162284,0.030397160784781066
B. subtilis Consensus,11,33,951,-0.11940825195344516,-0.07823040312285286,-0.041177848830592306
B. subtilis Consensus,11,34,951,-0.059678358015080826,-0.06429492449422822,0.004616566479147391
B. subtilis Consensus,11,35,951,-0.07191735289481499,-0.09847326851678329,0.026555915621968296
B. subtilis Consensus,11,36,951,-0.01972587830712074,-0.09243552864335328,0.07270965033623253
B. subtilis Consensus,11,37,951,-0.06365209385439674,-0.06261216087863976,-0.0010399329757569825
B. subtilis Consensus,11,38,951,-0.07872676028075258,-0.06808654131889531,-0.010640218961857267
B. subtilis Consensus,11,39,951,-0.08788880129329522,-0.10314716426410296,0.015258362970807737
B. subtilis Consensus,11,40,951,0.017006356750235315,-0.1335432947059756,0.1505496514562109
B. subtilis Consensus,11,41,951,-0.03664019236066847,-0.07239728672420376,0.03575709436353529
B. subtilis Consensus,11,42,951,-0.08404484811776802,-0.10054308055725882,0.016498232439490793
B. subtilis Consensus,11,43,951,-0.05851907680332815,-0.07617720221817859,0.017658125414850435
B. subtilis Consensus,11,44,951,-0.057055760657708815,-0.04496912528458544,-0.012086635373123378
B. subtilis Consensus,11,45,951,-0.06255419906888628,-0.08703339827746989,0.024479199208583616
B. subtilis Consensus,11,46,951,-0.01854778842866066,-0.10832322760097601,0.08977543917231535
B. subtilis Consensus,11,47,951,-0.038619076768027456,-0.09855113367813112,0.059932056910103663
B. subtilis Consensus,11,48,951,-0.07206289600223847,-0.05673000978419536,-0.015332886218043115
B. subtilis Consensus,11,49,951,-0.0315381050731496,-0.07306256069426076,0.04152445562111116
B. subtilis Consensus,11,50,951,-0.0858233586807593,-0.0656665014322713,-0.020156857248487994
B. subtilis Consensus,11,51,951,-0.12116581047595802,-0.11899254615936476,-0.0021732643165932597
B. subtilis Consensus,11,52,951,-0.07786989194769935,-0.08088363994060839,0.003013747992909044
B. subtilis Consensus,11,53,951,-0.04656692659065802,-0.105785391366239,0.05921846477558099
B. subtilis Consensus,11,54,951,0.010666373200466888,-0.12190575841111995,0.13257213161158685
B. subtilis Consensus,11,55,951,-0.10719737498704887,-0.08768592291173308,-0.019511452075315794
B. subtilis Consensus,11,56,951,-0.07905670655486945,-0.08201923512931034,0.0029625285744408897
B. subtilis Consensus,11,57,951,-0.04545008681623381,-0.060428766114458736,0.014978679298224926
B. subtilis Consensus,11,58,951,-0.059373037189457384,-0.0493201698911996,-0.010052867298257787
B. subtilis Consensus,11,59,951,-0.05224018965333871,-0.0840199031638948,0.031779713510556085
B. subtilis Consensus,11,60,951,-0.09543167423100335,-0.05253197651355938,-0.04289969771744397
B. subtilis Consensus,11,61,951,-0.06732520597258228,-0.07268490435543128,0.005359698382848999
B. subtilis Consensus,11,62,951,-0.0724683710602787,-0.07460874239909095,0.002140371338812244
B. subtilis Consensus,11,63,951,-0.09434391243932384,-0.09160818750128419,-0.0027357249380396548
B. subtilis Consensus,11,64,951,-0.03481248372638868,-0.10994640892205317,0.07513392519566449
B. subtilis Consensus,11,65,951,-0.05851907680332815,-0.07617720221817859,0.017658125414850435
B. subtilis Consensus,11,66,951,0.010882430992145264,-0.11021141393888577,0.12109384493103104
B. subtilis Consensus,11,67,951,-0.06013017936545628,-0.08549240250000084,0.02536222313454456
B. subtilis Consensus,11,68,951,-0.05328170951637804,-0.07715777766090448,0.02387606814452644
B. subtilis Consensus,11,69,951,-0.053029194166380224,-0.06028108754692305,0.007251893380542829
B. subtilis Consensus,11,70,951,-0.06605630942832588,-0.07191835322674042,0.00586204379841454
B. subtilis Consensus,11,71,951,-0.02189304337756123,-0.06556860527212773,0.04367556189456649
B. subtilis Consensus,11,72,951,-0.05864208661768972,-0.057424666616078916,-0.0012174200016108055
B. subtilis Consensus,11,73,951,-0.04476214303578329,-0.08488005522385855,0.04011791218807526
B. subtilis Consensus,11,74,951,-0.05042318069684178,-0.08082034148162284,0.030397160784781066
B. subtilis Consensus,11,75,951,-0.004669426343159333,-0.09612699133361718,0.09145756499045785
B. subtilis Consensus,11,76,951,-0.10443373861953992,-0.0699719572512897,-0.03446178136825022
B. subtilis Consensus,11,77,951,-0.07871702706316228,-0.07752978677576015,-0.001187240287402122
B. subtilis Consensus,11,78,951,-0.04164864305554713,-0.06971345215148776,0.028064809095940633
B. subtilis Consensus,11,79,951,0.031014550839147285,-0.13999372774585236,0.17100827858499965
B. subtilis Consensus,11,80,951,0.02151419796524621,-0.13573325666478145,0.15724745463002765
B. subtilis Consensus,11,81,951,-0.07010038648775625,-0.05520995990208142,-0.014890426585674833
B. subtilis Consensus,11,82,951,-0.08149195532836437,-0.07544236895449555,-0.0060495863738688205
B. subtilis Consensus,11,83,951,-0.07020188457671184,-0.05827520419348438,-0.011926680383227459
B. subtilis Consensus,11,84,951,-0.05599003197879719,-0.05186637317725452,-0.004123658801542675
B. subtilis Consensus,11,85,951,-0.0670290227634871,-0.08240341297728986,0.015374390213802755
B. subtilis Consensus,11,86,951,-0.04683113348249263,-0.04816028200124961,0.001329148518756977
B. subtilis Consensus,11,87,951,-0.03402952088701425,-0.09205963133323779,0.05803011044622354
B. subtilis Consensus,11,88,951,-0.07431460132955629,-0.08309944151278714,0.00878484018323085
B. subtilis Consensus,11,89,951,-0.09751681720227544,-0.08603753875345455,-0.011479278448820893
B. subtilis Consensus,11,90,951,0.001056602851171064,-0.1268236563800734,0.12788025923124446
B. subtilis Consensus,11,91,951,-0.11820769526993899,-0.10836093864644619,-0.009846756623492797
B. subtilis Consensus,11,92,951,-0.04972446786516202,-0.10219714519242305,0.05247267732726103
B. subtilis Consensus,11,93,951,-0.042029762715785,-0.04560277515075245,0.0035730124349674514
B. subtilis Consensus,11,94,951,-0.09428561925456187,-0.11723600689553716,0.02295038764097529
B. subtilis Consensus,11,95,951,-0.024024128390189886,-0.10592001403271166,0.08189588564252177
B. subtilis Consensus,11,96,951,-0.09744919544475857,-0.07432571759515769,-0.02312347784960088
B. subtilis Consensus,11,97,951,-0.08214218679922768,-0.06511669346242119,-0.017025493336806488
B. subtilis Consensus,11,98,951,-0.10821953754808794,-0.09286951040112121,-0.015350027146966733
B. subtilis Consensus,11,99,951,-0.06316151721881576,-0.07555447465550325,0.012392957436687488
B. subtilis Consensus,11,100,951,-0.09966665917568679,-0.12563418495293557,0.025967525777248784
B. subtilis Consensus,12,1,951,-0.07903828842441095,-0.0902020920767925,0.011163803652381551
B. subtilis Consensus,12,2,951,-0.07566866387257153,-0.07138971411149458,-0.004278949761076942
B. subtilis Consensus,12,3,951,-0.021086807039932647,-0.09878546989221985,0.07769866285228721
B. subtilis Consensus,12,4,951,-0.0713644040784647,-0.06576971041624115,-0.005594693662223552
B. subtilis Consensus,12,5,951,-0.05734769359258274,-0.06439841580472545,0.0070507222121427154
B. subtilis Consensus,12,6,951,-0.017096492687266502,-0.0817889610882171,0.0646924684009506
B. subtilis Consensus,12,7,951,-0.07135785276231635,-0.051268549568991434,-0.020089303193324914
B. subtilis Consensus,12,8,951,-0.12324083969398307,-0.11799850010853616,-0.005242339585446912
B. subtilis Consensus,12,9,951,0.002625416358483875,-0.11977589206684142,0.12240130842532529
B. subtilis Consensus,12,10,951,-0.03652969759077211,-0.07985788560129992,0.043328188010527804
B. subtilis Consensus,12,11,951,-0.06351144994801533,-0.057526912620361206,-0.005984537327654124
B. subtilis Consensus,12,12,951,-0.060083651342744,-0.05839429366294071,-0.0016893576798032925
B. subtilis Consensus,12,13,951,-0.027096688550656046,-0.11157513493521803,0.08447844638456199
B. subtilis Consensus,12,14,951,-0.07253997700205604,-0.061045879565944844,-0.011494097436111197
B. subtilis Consensus,12,15,951,0.010815306211463855,-0.1259756131919238,0.13679091940338764
B. subtilis Consensus,12,16,951,-0.028594140584251918,-0.10371141182590848,0.07511727124165657
B. subtilis Consensus,12,17,951,-0.08127607905671627,-0.04999545739873322,-0.03128062165798305
B. subtilis Consensus,12,18,951,-0.06223011830659634,-0.06886765542421579,0.006637537117619448
B. subtilis Consensus,12,19,951,-0.08093809543255027,-0.08586998958120842,0.0049318941486581475
B. subtilis Consensus,12,20,951,-0.006519480061934342,-0.10205227358747856,0.09553279352554422
B. subtilis Consensus,12,21,951,-0.0657635185346132,-0.0784145269808877,0.012651008446274509
B. subtilis Consensus,12,22,951,-0.08186072771950248,-0.07874884359552198,-0.0031118841239805017
B. subtilis Consensus,12,23,951,-0.07455356033826493,-0.06199258256397285,-0.012560977774292083
B. subtilis Consensus,12,24,951,-0.03652969759077211,-0.07985788560129992,0.043328188010527804
B. subtilis Consensus,12,25,951,-0.08121577603985217,-0.09857640545201847,0.017360629412166304
B. subtilis Consensus,12,26,951,-0.11260577306015031,-0.09471743384060843,-0.017888339219541874
B. subtilis Consensus,12,27,951,-0.08594364875698796,-0.05560853072156817,-0.030335118035419786
B. subtilis Consensus,12,28,951,-0.028276557590919425,-0.09776038699179643,0.069483829400877
B. subtilis Consensus,12,29,951,-0.08357530827695332,-0.09312953664132456,0.00955422836437124
B. subtilis Consensus,12,30,951,-0.017599204046280577,-0.09901030022742274,0.08141109618114217
B. subtilis Consensus,12,31,951,-0.0615580980130396,-0.06420460837879151,0.0026465103657519057
B. subtilis Consensus,12,32,951,-0.11514252102659982,-0.10344805094190576,-0.011694470084694056
B. subtilis Consensus,12,33,951,-0.0688209093653834,-0.06211937262330171,-0.006701536742081696
B. subtilis Consensus,12,34,951,-0.07890606569362169,-0.0860011488692728,0.007095083175651121
B. subtilis Consensus,12,35,951,-0.04126003404266248,-0.055566446098887244,0.014306412056224765
B. subtilis Consensus,12,36,951,-0.01407525354393714,-0.1102946012927054,0.09621934774876825
